country,year,fossil_electricity,renewables_electricity,fossil_fuel_consumption,renewables_consumption,population,gdp,pc1,pc2,class,elec_gen_sum,elec_con_sum
Algeria,1989,0.0,0.226,296.4,0.628,25106000.0,205000000000.0,-0.37669132349185597,1.3144307859532018,2,0.226,297.02799999999996
Algeria,1990,0.0,0.135,314.575,0.375,25759000.0,209000000000.0,-0.3672685247243407,1.2159129250197445,2,0.135,314.95
Algeria,1991,0.0,0.293,311.229,0.814,26400000.0,198000000000.0,-0.3647094534095006,1.1159978685148595,2,0.293,312.043
Algeria,1992,0.0,0.199,319.639,0.553,27028000.0,208000000000.0,-0.3553035770633791,1.0175474240070141,2,0.199,320.192
Algeria,1993,0.0,0.353,296.951,0.981,27636000.0,194000000000.0,-0.3579350554926038,0.9170811391398797,2,0.353,297.932
Algeria,1994,0.0,0.166,301.43,0.461,28214000.0,193000000000.0,-0.3544218762382665,0.818111954204835,2,0.166,301.891
Algeria,1995,0.0,0.193,312.574,0.536,28758000.0,200000000000.0,-0.34433840991220405,0.719424171131619,2,0.193,313.11
Algeria,1996,0.0,0.135,309.526,0.375,29266000.0,207000000000.0,-0.33827424050431615,0.6205112173847479,2,0.135,309.901
Algeria,1997,0.0,0.075,297.638,0.208,29743000.0,201000000000.0,-0.3387119938560866,0.5208012981354778,2,0.075,297.846
Algeria,1998,0.0,0.215,307.713,0.597,30193000.0,211000000000.0,-0.3267513149754638,0.42207887440422887,2,0.215,308.31
Algeria,1999,0.0,0.203,310.834,0.564,30623000.0,221000000000.0,-0.31804436154993987,0.32335553928638594,2,0.203,311.398
Algeria,2000,23.837,0.053,299.786,0.15,31042000.0,252000000000.0,-0.26673689676786594,0.22717978421682983,2,23.89,299.936
Algeria,2001,24.963,0.068,310.611,0.19,31452000.0,252000000000.0,-0.2578158089939101,0.1282007050797689,2,25.031000000000002,310.801
Algeria,2002,25.936,0.056,321.784,0.156,31855000.0,266000000000.0,-0.2444941024377354,0.0298903936416881,2,25.992,321.94
American Samoa,1985,0.0,0.0,0.0,0.0,40000.0,0.0,-0.5968179617397326,1.6865282583589476,2,0.0,0.0
American Samoa,1986,0.0,0.0,0.0,0.0,41000.0,0.0,-0.5933319959953197,1.5870898471084183,2,0.0,0.0
American Samoa,1987,0.0,0.0,0.0,0.0,43000.0,0.0,-0.5898432240912324,1.4876518433308645,2,0.0,0.0
American Samoa,1988,0.0,0.0,0.0,0.0,44000.0,0.0,-0.5863572583468195,1.3882134320803352,2,0.0,0.0
American Samoa,1989,0.0,0.0,0.0,0.0,46000.0,0.0,-0.582868486442732,1.2887754283027817,2,0.0,0.0
American Samoa,1990,0.0,0.0,0.0,0.0,47000.0,0.0,-0.5793825206983192,1.1893370170522524,2,0.0,0.0
American Samoa,1991,0.0,0.0,0.0,0.0,49000.0,0.0,-0.5758937487942317,1.0898990132746986,2,0.0,0.0
American Samoa,1992,0.0,0.0,0.0,0.0,50000.0,0.0,-0.5724077830498189,0.9904606020241693,2,0.0,0.0
American Samoa,1993,0.0,0.0,0.0,0.0,51000.0,0.0,-0.568921817305406,0.8910221907736406,2,0.0,0.0
American Samoa,1994,0.0,0.0,0.0,0.0,52000.0,0.0,-0.5654358515609933,0.7915837795231118,2,0.0,0.0
American Samoa,1995,0.0,0.0,0.0,0.0,53000.0,0.0,-0.5619498858165802,0.6921453682725828,2,0.0,0.0
American Samoa,1996,0.0,0.0,0.0,0.0,54000.0,0.0,-0.5584639200721676,0.5927069570220537,2,0.0,0.0
American Samoa,1997,0.0,0.0,0.0,0.0,55000.0,0.0,-0.5549779543277545,0.4932685457715249,2,0.0,0.0
American Samoa,1998,0.0,0.0,0.0,0.0,56000.0,0.0,-0.5514919885833417,0.39383013452099586,2,0.0,0.0
American Samoa,1999,0.0,0.0,0.0,0.0,57000.0,0.0,-0.548006022838929,0.29439172327046687,2,0.0,0.0
American Samoa,2000,0.159,0.0,0.0,0.0,58000.0,0.0,-0.5442546948505282,0.19496489437486839,2,0.159,0.0
American Samoa,2001,0.161,0.0,0.0,0.0,58000.0,0.0,-0.5407681973759288,0.09552622134136353,2,0.161,0.0
American Samoa,2002,0.168,0.0,0.0,0.0,59000.0,0.0,-0.5372705490170008,-0.003911679994168513,2,0.168,0.0
Angola,1985,0.0,0.0,0.0,0.0,9962000.0,18120564736.0,-0.5626146105571469,1.691410771333362,2,0.0,0.0
Angola,1986,0.0,0.0,0.0,0.0,10320000.0,13723479040.0,-0.5596702997299791,1.5919141011628555,2,0.0,0.0
Angola,1987,0.0,0.0,0.0,0.0,10689000.0,15645708288.0,-0.5544769311670867,1.4927147011287503,2,0.0,0.0
Angola,1988,0.0,0.0,0.0,0.0,11068000.0,16094138368.0,-0.5497728302709728,1.3934510914269758,2,0.0,0.0
Angola,1989,0.0,0.0,0.0,0.0,11455000.0,17498484736.0,-0.5447107367751417,1.2942350312393305,2,0.0,0.0
Angola,1990,0.0,0.0,0.0,0.0,11848000.0,19912800256.0,-0.5392772894990716,1.1950682100094216,2,0.0,0.0
Angola,1991,0.0,0.0,0.0,0.0,12249000.0,14950845440.0,-0.5364105927384519,1.0955628895326184,2,0.0,0.0
Angola,1992,0.0,0.0,0.0,0.0,12657000.0,19501985792.0,-0.5301849902088867,0.9965011842502413,2,0.0,0.0
Angola,1993,0.0,0.0,0.0,0.0,13075000.0,16859310080.0,-0.5264564812374487,0.8971102481796447,2,0.0,0.0
Angola,1994,0.0,0.0,0.0,0.0,13504000.0,17294166016.0,-0.5216168371193618,0.7978663832063009,2,0.0,0.0
Angola,1995,0.0,0.0,0.0,0.0,13945000.0,14922171392.0,-0.5177287726831978,0.6984973602717094,2,0.0,0.0
Angola,1996,0.0,0.0,0.0,0.0,14401000.0,19385780224.0,-0.5113991995824361,0.5994511581618891,2,0.0,0.0
Angola,1997,0.0,0.0,0.0,0.0,14872000.0,18893156352.0,-0.5067672583789072,0.50018143484861,2,0.0,0.0
Angola,1998,0.0,0.0,0.0,0.0,15360000.0,22035275776.0,-0.5008117540446132,0.40108704432692643,2,0.0,0.0
Angola,1999,0.0,0.0,0.0,0.0,15867000.0,19920986112.0,-0.4966480241254064,0.30175685465335794,2,0.0,0.0
Angola,2000,0.501,0.903,0.0,0.0,16395000.0,18270171136.0,-0.48628709047430674,0.20195694758705468,2,1.404,0.0
Angola,2001,0.584,1.007,0.0,0.0,16946000.0,21532884992.0,-0.47938202650795564,0.10283810135941503,2,1.5909999999999997,0.0
Angola,2002,0.585,1.132,0.0,0.0,17519000.0,24934770688.0,-0.47238370678249014,0.0037162236098201087,2,1.7169999999999999,0.0
Antigua and Barbuda,1985,0.0,0.0,0.0,0.0,62000.0,0.0,-0.59675622622689,1.6865372227643978,2,0.0,0.0
Antigua and Barbuda,1986,0.0,0.0,0.0,0.0,62000.0,0.0,-0.5932730666421517,1.5870984040408942,2,0.0,0.0
Antigua and Barbuda,1987,0.0,0.0,0.0,0.0,62000.0,0.0,-0.5897899070574137,1.487659585317389,2,0.0,0.0
Antigua and Barbuda,1988,0.0,0.0,0.0,0.0,62000.0,0.0,-0.5863067474726754,1.388220766593885,2,0.0,0.0
Antigua and Barbuda,1989,0.0,0.0,0.0,0.0,62000.0,0.0,-0.5828235878879372,1.2887819478703815,2,0.0,0.0
Antigua and Barbuda,1990,0.0,0.0,0.0,0.0,63000.0,0.0,-0.5793376221435244,1.1893435366198526,2,0.0,0.0
Antigua and Barbuda,1991,0.0,0.0,0.0,0.0,63000.0,0.0,-0.5758544625587861,1.0899047178963486,2,0.0,0.0
Antigua and Barbuda,1992,0.0,0.0,0.0,0.0,64000.0,0.0,-0.5723684968143735,0.9904663066458196,2,0.0,0.0
Antigua and Barbuda,1993,0.0,0.0,0.0,0.0,66000.0,0.0,-0.5688797249102862,0.8910283028682657,2,0.0,0.0
Antigua and Barbuda,1994,0.0,0.0,0.0,0.0,67000.0,0.0,-0.5653937591658732,0.7915898916177367,2,0.0,0.0
Antigua and Barbuda,1995,0.0,0.0,0.0,0.0,69000.0,0.0,-0.5619049872617855,0.692151887840183,2,0.0,0.0
Antigua and Barbuda,1996,0.0,0.0,0.0,0.0,70000.0,0.0,-0.5584190215173727,0.5927134765896539,2,0.0,0.0
Antigua and Barbuda,1997,0.0,0.0,0.0,0.0,72000.0,0.0,-0.5549302496132851,0.49327547281209994,2,0.0,0.0
Antigua and Barbuda,1998,0.0,0.0,0.0,0.0,73000.0,0.0,-0.5514442838688723,0.3938370615615709,2,0.0,0.0
Antigua and Barbuda,1999,0.0,0.0,0.0,0.0,75000.0,0.0,-0.547955511964785,0.2943990577840169,2,0.0,0.0
Antigua and Barbuda,2000,0.141,0.0,0.0,0.0,76000.0,0.0,-0.5442342249851376,0.19497091767842623,2,0.141,0.0
Antigua and Barbuda,2001,0.161,0.0,0.0,0.0,77000.0,0.0,-0.5407148803421099,0.09553396332788858,2,0.161,0.0
Antigua and Barbuda,2002,0.18,0.0,0.0,0.0,78000.0,0.0,-0.537197204644013,-0.003903063867648743,2,0.18,0.0
Argentina,1985,18.777,20.749,388.801,57.637,30216000.0,378000000000.0,-0.02742875596827961,1.7050420018488026,2,39.525999999999996,446.438
Argentina,1986,22.178,21.116,435.933,58.656,30699000.0,407000000000.0,0.007259002882176077,1.608005709084489,2,43.294,494.589
Argentina,1987,23.652,21.949,454.563,60.97,31184000.0,420000000000.0,0.03262563936881942,1.5090287068084731,2,45.601,515.533
Argentina,1988,30.776,15.154,482.442,42.095,31669000.0,414000000000.0,-0.025679361052213835,1.4174075053011788,2,45.93,524.537
Argentina,1989,32.376,13.084,468.252,36.346,32148000.0,390000000000.0,-0.05351143444850393,1.3189438758633698,2,45.459999999999994,504.598
Argentina,1990,25.451,17.983,443.03,49.952,32619000.0,392000000000.0,-0.008043554771530787,1.213858796868086,2,43.434,492.98199999999997
Argentina,1991,29.567,16.321,452.215,45.335,33079000.0,436000000000.0,0.0016943318782407526,1.1188000327782472,2,45.888000000000005,497.54999999999995
Argentina,1992,28.916,19.881,483.469,55.225,33529000.0,483000000000.0,0.06954565037383055,1.0187635972032751,2,48.797,538.694
Argentina,1993,30.162,23.663,489.111,65.73,33970000.0,516000000000.0,0.132895942832455,0.9174578248441543,2,53.825,554.841
Argentina,1994,28.986,28.092,486.136,78.034,34403000.0,549000000000.0,0.1978971127649356,0.8151453316398275,2,57.078,564.1700000000001
Argentina,1995,31.375,28.574,511.793,79.371,34828000.0,536000000000.0,0.21287943479062005,0.7155036973818323,2,59.949,591.164
Argentina,1996,35.921,26.306,560.375,73.073,35246000.0,568000000000.0,0.2201364656058835,0.6213295152341525,2,62.227000000000004,633.448
Argentina,1997,30.843,33.49,535.408,93.028,35657000.0,590000000000.0,0.30205910760857263,0.5150000512096317,2,64.333,628.436
Argentina,1998,33.639,32.918,562.239,91.44,36063000.0,592000000000.0,0.31097432796524765,0.4171538888669711,2,66.557,653.6790000000001
Argentina,1999,46.146,27.215,564.152,75.598,36467000.0,559000000000.0,0.25922652783020056,0.32300761684414303,2,73.361,639.75
Argentina,2000,50.054,29.201,572.457,96.511,36871000.0,557000000000.0,0.3270277685501437,0.21985731943913697,2,79.255,668.968
Argentina,2001,42.638,37.322,541.622,117.46,37276000.0,525000000000.0,0.3923041049511544,0.11002900927769202,2,79.96000000000001,659.082
Armenia,1992,0.0,0.0,0.0,0.0,3443000.0,11232522240.0,-0.5589436716720991,0.9923635855971482,2,0.0,0.0
Armenia,1993,0.0,0.0,0.0,0.0,3363000.0,10147409920.0,-0.5560658982486675,0.8928418933654498,2,0.0,0.0
Armenia,1994,0.0,0.0,0.0,0.0,3284000.0,8274240000.0,-0.553461940654958,0.7932840961432129,2,0.0,0.0
Armenia,1995,0.0,0.0,0.0,0.0,3217000.0,8658544640.0,-0.5500318961238203,0.693835782420153,2,0.0,0.0
Armenia,1996,0.0,0.0,0.0,0.0,3168000.0,9417674752.0,-0.5464197704275584,0.5944121697094504,2,0.0,0.0
Armenia,1997,0.0,0.0,0.0,0.0,3133000.0,9836334080.0,-0.5428878696909738,0.49497848685078943,2,0.0,0.0
Armenia,1998,0.0,0.0,0.0,0.0,3109000.0,8800092160.0,-0.5398357969613198,0.39548187738015095,2,0.0,0.0
Armenia,1999,0.0,0.0,0.0,0.0,3089000.0,9729720320.0,-0.5360824448400847,0.29607798093996496,2,0.0,0.0
Armenia,2000,2.53,1.248,0.0,0.0,3070000.0,9858983936.0,-0.5212817771437355,0.19608058658687455,2,3.7779999999999996,0.0
Armenia,2001,2.623,0.958,0.0,0.0,3051000.0,10404185088.0,-0.5191558892471746,0.09683827636074412,2,3.5810000000000004,0.0
Armenia,2002,1.484,1.641,0.0,0.0,3034000.0,11264486400.0,-0.5134320716609859,-0.0030561774135369913,2,3.125,0.0
Aruba,1986,0.0,0.0,0.0,0.0,63000.0,0.0,-0.593270260482477,1.5870988115138687,2,0.0,0.0
Aruba,1987,0.0,0.0,0.0,0.0,62000.0,0.0,-0.5897899070574137,1.487659585317389,2,0.0,0.0
Aruba,1988,0.0,0.0,0.0,0.0,61000.0,0.0,-0.5863095536323502,1.3882203591209101,2,0.0,0.0
Aruba,1989,0.0,0.0,0.0,0.0,61000.0,0.0,-0.5828263940476118,1.2887815403974063,2,0.0,0.0
Aruba,1990,0.0,0.0,0.0,0.0,62000.0,0.0,-0.579340428303199,1.1893431291468775,2,0.0,0.0
Aruba,1991,0.0,0.0,0.0,0.0,65000.0,0.0,-0.575848850239437,1.0899055328422984,2,0.0,0.0
Aruba,1992,0.0,0.0,0.0,0.0,68000.0,0.0,-0.5723572721756747,0.9904679365377195,2,0.0,0.0
Aruba,1993,0.0,0.0,0.0,0.0,72000.0,0.0,-0.568862887952238,0.8910307477061158,2,0.0,0.0
Aruba,1994,0.0,0.0,0.0,0.0,77000.0,0.0,-0.5653656975691264,0.7915939663474866,2,0.0,0.0
Aruba,1995,0.0,0.0,0.0,0.0,80000.0,0.0,-0.561874119505364,0.6921563700429076,2,0.0,0.0
Aruba,1996,0.0,0.0,0.0,0.0,83000.0,0.0,-0.558382541441602,0.5927187737383288,2,0.0,0.0
Aruba,1997,0.0,0.0,0.0,0.0,85000.0,0.0,-0.5548937695375146,0.4932807699607749,2,0.0,0.0
Aruba,1998,0.0,0.0,0.0,0.0,87000.0,0.0,-0.5514049976334269,0.39384276618322106,2,0.0,0.0
Aruba,1999,0.0,0.0,0.0,0.0,89000.0,0.0,-0.5479162257293395,0.29440476240566693,2,0.0,0.0
Aruba,2000,0.73,0.0,0.0,0.0,91000.0,0.0,-0.543209124025811,0.19501993547779362,2,0.73,0.0
Aruba,2001,0.76,0.0,0.0,0.0,93000.0,0.0,-0.5396702837738014,0.09558411705022649,2,0.76,0.0
Aruba,2002,0.775,0.0,0.0,0.0,95000.0,0.0,-0.5361564776957528,-0.0038527940523340434,2,0.775,0.0
Australia,1985,105.542,14.397,852.165,39.99,15664000.0,380000000000.0,0.09946967082062085,1.7215300838836929,2,119.93900000000001,892.155
Australia,1986,110.142,14.486,882.099,40.238,15918000.0,386000000000.0,0.12066986494109655,1.6233420188669272,2,124.628,922.337
Australia,1987,117.136,14.084,907.861,39.122,16183000.0,415000000000.0,0.1474204979020615,1.526802860862435,2,131.22,946.983
Australia,1988,123.16,15.065,949.186,41.848,16452000.0,443000000000.0,0.19144792337331365,1.4290886588263716,2,138.225,991.034
Australia,1989,131.712,15.064,997.009,41.844,16714000.0,462000000000.0,0.22648129504227021,1.33225690920253,2,146.77599999999998,1038.853
Australia,1990,139.402,15.519,1014.049,43.108,16961000.0,471000000000.0,0.25544362644282365,1.2337954888651232,2,154.921,1057.157
Australia,1991,141.303,16.378,1004.912,45.496,17189000.0,458000000000.0,0.2662395490024903,1.1329357492653351,2,157.68099999999998,1050.4080000000001
Australia,1992,144.358,16.624,1014.883,46.177,17402000.0,486000000000.0,0.2901530651591193,1.0350654136670718,2,160.982,1061.06
Australia,1993,147.895,17.074,1043.869,47.427,17603000.0,498000000000.0,0.3155198340235368,0.936675499025276,2,164.96900000000002,1091.2959999999998
Australia,1994,152.979,16.869,1087.974,46.859,17799000.0,523000000000.0,0.3435605624363207,0.8399685153500688,2,169.848,1134.8329999999999
Australia,1995,158.386,16.485,1119.145,45.791,17993000.0,546000000000.0,0.3666797314389727,0.7431017470027781,2,174.87099999999998,1164.936
Australia,1996,162.856,16.948,1147.24,47.077,18189000.0,569000000000.0,0.3974169042842256,0.6452558695902014,2,179.804,1194.317
Australia,1997,171.652,16.988,1177.299,47.188,18387000.0,593000000000.0,0.4312376248743938,0.5482363820887611,2,188.64,1224.487
Australia,1998,182.188,16.933,1206.011,47.035,18587000.0,614000000000.0,0.4655359089428158,0.4512724788529213,2,199.12099999999998,1253.046
Australia,1999,189.041,17.499,1259.258,48.607,18788000.0,647000000000.0,0.5101670177072676,0.3544862701989132,2,206.54,1307.865
Australia,2000,180.738,17.422,1264.793,48.713,18991000.0,680000000000.0,0.5128769862333501,0.25619976653912535,2,198.16,1313.5059999999999
Australia,2001,193.737,18.001,1277.953,47.639,19195000.0,694000000000.0,0.5472802737118881,0.15852707163980567,2,211.738,1325.5919999999999
Austria,1985,0.0,30.775,221.793,85.487,7615000.0,142000000000.0,-0.12344001269674092,1.6700216158879426,2,30.775,307.28
Austria,1986,0.0,32.191,220.942,89.421,7625000.0,149000000000.0,-0.10124677365131332,1.5694766504123365,2,32.191,310.363
Austria,1987,0.0,36.294,226.486,100.816,7639000.0,155000000000.0,-0.04695781832232595,1.4663321902229063,2,36.294,327.302
Austria,1988,0.0,36.351,221.397,100.975,7659000.0,166000000000.0,-0.03994789359226565,1.3672480770177535,2,36.351,322.37199999999996
Austria,1989,0.0,36.187,223.71,100.519,7687000.0,177000000000.0,-0.03394708525641139,1.268542636561953,2,36.187,324.22900000000004
Austria,1990,0.0,32.651,238.766,90.772,7724000.0,187000000000.0,-0.06452993709612907,1.1734225440994897,2,32.651,329.538
Austria,1991,0.0,32.669,255.092,90.83,7773000.0,199000000000.0,-0.05309636586241037,1.0748804645728782,2,32.669,345.922
Austria,1992,0.0,36.178,239.168,100.584,7831000.0,206000000000.0,-0.00963159299846274,0.9719462115126187,2,36.178,339.752
Austria,1993,0.0,38.068,239.694,105.848,7892000.0,210000000000.0,0.017454299573777123,0.8708355087464374,2,38.068,345.542
Austria,1994,0.0,36.919,240.95,102.627,7947000.0,222000000000.0,0.012194321343913793,0.7731551278413443,2,36.919,343.577
Austria,1995,0.0,38.926,251.926,108.26,7990000.0,231000000000.0,0.044593578411787044,0.672362856926989,2,38.926,360.186
Austria,1996,0.0,35.812,261.676,99.605,8018000.0,234000000000.0,0.015148670529082638,0.5763938088248141,2,35.812,361.281
Austria,1997,0.0,37.839,263.393,105.26,8033000.0,249000000000.0,0.047821715041990294,0.4756602181941776,2,37.839,368.65299999999996
Austria,1998,0.0,39.053,265.774,108.637,8041000.0,262000000000.0,0.07045288872815762,0.37566123520490324,2,39.053,374.411
Austria,1999,0.0,42.349,264.691,117.82,8051000.0,272000000000.0,0.1154812359512346,0.27336554776112604,2,42.349,382.51099999999997
Austria,2000,16.419,43.434,262.847,120.848,8069000.0,288000000000.0,0.16424822102259068,0.17474539831476466,2,59.852999999999994,383.695
Austria,2001,18.819,42.233,281.025,116.965,8098000.0,283000000000.0,0.15875228026831376,0.07692177802731132,2,61.05199999999999,397.99
Azerbaijan,1985,0.0,1.313,230.855,3.646,6666000.0,71343710208.0,-0.49025010401640223,1.6960274322861741,2,1.313,234.50099999999998
Azerbaijan,1986,0.0,0.804,250.218,2.234,6779000.0,73235005440.0,-0.4876738093586637,1.5976344794430828,2,0.804,252.452
Azerbaijan,1987,0.0,0.804,242.41,2.234,6893000.0,77140025344.0,-0.4841142588134781,1.4982604499177135,2,0.804,244.644
Azerbaijan,1988,0.0,0.698,242.908,1.94,7010000.0,81172733952.0,-0.48001096759212625,1.3991725095472298,2,0.698,244.84799999999998
Azerbaijan,1989,0.0,0.698,247.744,1.94,7127000.0,74606510080.0,-0.4775045423813676,1.2995778405156733,2,0.698,249.684
Azerbaijan,1990,0.0,1.658,255.4,4.606,7243000.0,66412797952.0,-0.4638723509079156,1.199005685191041,2,1.658,260.00600000000003
Azerbaijan,1991,0.0,1.759,244.911,4.887,7358000.0,96330801152.0,-0.4505625827583804,1.1006803573680655,2,1.759,249.798
Azerbaijan,1992,0.0,1.747,209.042,4.854,7472000.0,67893919744.0,-0.46429526313018915,0.9992354807166476,2,1.747,213.89600000000002
Azerbaijan,1993,0.0,2.426,178.67,6.739,7582000.0,38867062784.0,-0.4691100379331235,0.8971849627854048,2,2.426,185.409
Azerbaijan,1994,0.0,1.83,165.326,5.083,7684000.0,30654918656.0,-0.47788554416884543,0.7977257204315215,2,1.83,170.409
Azerbaijan,1995,0.0,1.556,155.921,4.322,7775000.0,18763137024.0,-0.4834387540301364,0.6978512873903375,2,1.556,160.243
Azerbaijan,1996,0.0,1.537,127.103,4.269,7856000.0,18146430976.0,-0.4861231807348677,0.5978358472352845,2,1.537,131.37199999999999
Azerbaijan,1997,0.0,1.712,121.004,4.756,7926000.0,17712971776.0,-0.48182801193866287,0.498103244929799,2,1.712,125.76
Azerbaijan,1998,0.0,1.951,120.794,5.419,7990000.0,17314430976.0,-0.47558247244003105,0.3984286733943116,2,1.951,126.213
Azerbaijan,1999,0.0,1.506,121.555,4.183,8054000.0,19245783040.0,-0.4762379863858849,0.2995664762658393,2,1.506,125.738
Azerbaijan,2000,16.135,1.519,127.01,4.261,8123000.0,20935151616.0,-0.44367261921000234,0.20150385317476796,2,17.654,131.27100000000002
Azerbaijan,2001,16.608,1.288,122.96,3.59,8197000.0,22697379840.0,-0.4421486523006821,0.10236236861365611,2,17.896,126.55
Azerbaijan,2002,16.472,2.0,119.412,5.539,8277000.0,23994841088.0,-0.4307610500119297,0.0022243195446405885,2,18.472,124.95100000000001
Bahamas,1985,0.0,0.0,0.0,0.0,235000.0,0.0,-0.5962707606031713,1.686607715589073,2,0.0,0.0
Bahamas,1986,0.0,0.0,0.0,0.0,239000.0,0.0,-0.5927763763797343,1.5871705267574685,2,0.0,0.0
Bahamas,1987,0.0,0.0,0.0,0.0,243000.0,0.0,-0.5892819921562977,1.4877333379258646,2,0.0,0.0
Bahamas,1988,0.0,0.0,0.0,0.0,247000.0,0.0,-0.5857876079328609,1.3882961490942611,2,0.0,0.0
